pair,dst_id,src_id,category,confidence,score,dist_diff_m,clock_diff_deg,dst_type,dst_clock_deg,dst_depth_pct,dst_length_mm,dst_width_mm,dst_distance_m_aligned,src_type,src_clock_deg,src_depth_pct,src_length_mm,src_width_mm,src_distance_m,years,depth_growth_per_year,length_growth_mm_per_year,width_growth_mm_per_year,risk_index
2015_to_2007,1989,1706,uncertain,0.5038490089711414,0.5038490089711414,36.05662163582201,0.0,,180.0,,,,12118.858973635823,cluster,180.0,33.0,84.32799999999999,236.22,12082.802352,,,,,
2015_to_2007,794,920,new,0.49995078090602846,0.49995078090602846,38.01345716023934,30.0,,180.0,54.0,64.26199999999999,460.756,5772.679153160239,cluster,210.0,67.0,47.751999999999995,88.89999999999999,5734.665696,,,,,
2015_to_2007,1221,1218,new,0.4936521602644366,0.4936521602644366,11.324439900836296,180.0,,210.0,12.0,16.002,27.94,8417.534703900837,corrosion,30.0,12.0,133.096,35.05199999999999,8406.210264000001,,,,,
2015_to_2007,1066,1091,new,0.49196654209301965,0.49196654209301965,37.46454671511765,150.0,,30.0,10.0,9.906,21.081999999999997,7244.439210715118,corrosion,240.0,10.0,12.953999999999999,18.034,7206.974664,,,,,
2015_to_2007,3473,2289,new,0.4869663362394349,0.4869663362394349,61.137623910211914,0.0,,240.0,10.0,23.875999999999998,70.10399999999998,16248.187799910214,cluster,240.0,15.0,105.664,185.166,16187.050176000002,,,,,
2015_to_2007,925,997,new,0.482162674306059,0.482162674306059,63.346997135227866,0.0,,240.0,45.0,53.593999999999994,130.302,6550.2743331352285,corrosion,240.0,11.0,41.91,57.91199999999999,6486.927336000001,,,,,
2015_to_2007,3348,2193,new,0.4732165339693133,0.4732165339693133,56.94279976150756,60.0,,60.0,20.0,55.117999999999995,40.132,15358.10091976151,corrosion,120.0,19.0,80.00999999999999,43.942,15301.158120000002,,,,,
2015_to_2007,3569,2376,new,0.47290501433825316,0.47290501433825316,47.66061962315507,0.0,,0.0,,,,17029.015412376844,corrosion,0.0,13.0,14.985999999999999,14.985999999999999,17076.676032,,,,,
2015_to_2007,1067,1089,new,0.4684702497607944,0.4684702497607944,48.769656339702124,30.0,,30.0,10.0,32.004,62.992,7244.600832339702,cluster,60.0,15.0,70.612,436.87999999999994,7195.831176,,,,,
2015_to_2007,2867,1976,new,0.4681634370413673,0.4681634370413673,55.16071110948724,30.0,,330.0,53.0,34.544000000000004,128.778,13805.340983109489,corrosion,0.0,39.0,30.987999999999996,14.985999999999999,13750.180272000001,,,,,
2015_to_2007,2900,2001,new,0.46762086284102894,0.46762086284102894,59.64217643461416,0.0,,180.0,24.0,30.987999999999996,35.05199999999999,13862.524543565387,cluster,180.0,36.0,97.02799999999999,164.846,13922.166720000001,,,,,
2015_to_2007,3338,2208,new,0.4674874904823765,0.4674874904823765,90.22719106910881,0.0,,300.0,18.0,61.467999999999996,167.132,15357.353800930892,corrosion,300.0,15.0,50.038,14.985999999999999,15447.580992000001,,,,,
2015_to_2007,1997,1700,new,0.4653872722084263,0.4653872722084263,51.476772921840166,0.0,,210.0,57.0,23.875999999999998,78.99399999999999,12119.52375692184,cluster,210.0,18.0,71.88199999999999,168.148,12068.046984,,,,,
2015_to_2007,426,673,new,0.45665170185670734,0.45665170185670734,42.76761180373478,60.0,,210.0,16.0,55.117999999999995,43.942,3816.532987803735,corrosion,150.0,20.0,92.964,68.072,3773.7653760000003,,,,,
2015_to_2007,3634,2435,new,0.4539889702955067,0.4539889702955067,54.75413613918499,0.0,,270.0,15.0,55.117999999999995,41.91,17382.695367860815,tee,270.0,,,,17437.449504,,,,,
2015_to_2007,3666,2442,new,0.45384219822671734,0.45384219822671734,54.80917566498101,0.0,,0.0,,,,17496.727047664983,tap,0.0,,,,17441.917872,,,,,
2015_to_2007,782,900,new,0.4507333708059892,0.4507333708059892,114.18398594775408,0.0,,180.0,23.0,13.97,27.94,5654.201353947754,corrosion,180.0,18.0,22.098,14.985999999999999,5540.017368,,,,,
2015_to_2007,1271,1273,new,0.4478833456929958,0.4478833456929958,57.0437453651266,0.0,,150.0,57.0,26.924,65.024,8826.821646634875,cluster,150.0,35.0,214.88400000000001,276.09799999999996,8883.865392000002,,,,,
2015_to_2007,3675,2444,new,0.44432160788879266,0.44432160788879266,58.37939704170276,0.0,,180.0,,,,17505.183213041702,support,180.0,,,,17446.803816,,,,,
2015_to_2007,3668,2440,new,0.4402386331992942,0.4402386331992942,59.910512550264684,0.0,,270.0,,,,17500.959704550267,tap,270.0,,,,17441.049192000002,,,,,
2015_to_2007,3124,2058,new,0.4358767139386037,0.4358767139386037,56.546232273023634,30.0,,180.0,24.0,21.843999999999998,93.726,14310.292680273025,cluster,150.0,28.0,143.00199999999998,341.62999999999994,14253.746448000002,,,,,
2015_to_2007,3670,2441,new,0.43345649891561094,0.43345649891561094,62.45381290664591,0.0,,90.0,,,,17503.600540906646,tap,90.0,,,,17441.146728,,,,,
2015_to_2007,1222,1222,new,0.43241861976806345,0.43241861976806345,10.343017586976202,180.0,,210.0,19.0,27.432,107.44200000000001,8417.604841586977,corrosion,30.0,21.0,86.106,19.049999999999997,8407.261824000001,,,,,
2015_to_2007,1269,1275,new,0.426931458070438,0.426931458070438,75.32870322358576,30.0,,180.0,46.0,43.942,60.959999999999994,8826.809448776416,corrosion,210.0,38.0,53.08599999999999,248.92000000000002,8902.138152000001,,,,,
2015_to_2007,457,707,new,0.4245516771738284,0.4245516771738284,29.05612105981436,60.0,,30.0,25.0,18.034,82.042,4111.501601059815,cluster,330.0,14.0,64.008,207.01,4082.4454800000003,,,,,
2015_to_2007,3644,2443,new,0.41331471699311323,0.41331471699311323,45.00698112758255,30.0,,150.0,18.0,46.99,53.08599999999999,17401.00740287242,support,180.0,,,,17446.014384000002,,,,,
2015_to_2007,6,22,new,0.3999922784660255,0.3999922784660255,0.0028955752404513646,,,,,,,31.528359575240454,weld,,,,,31.525464000000003,,,,,
2015_to_2007,2052,1750,new,0.39999127126117434,0.39999127126117434,0.0032732770596339833,,,,,,,12457.27635872294,weld,,,,,12457.279632,,,,,
2015_to_2007,1949,1691,new,0.3999852689177303,0.3999852689177303,0.005524155851162504,,,,,,,12033.73926784415,weld,,,,,12033.744792000001,,,,,
2015_to_2007,3463,2286,new,0.39997745289382874,0.39997745289382874,0.008455164814222371,,,,,,,16162.503943164815,weld,,,,,16162.495488,,,,,
2015_to_2007,726,863,new,0.39996374133517626,0.39996374133517626,0.013596999308902014,,,,,,,5143.974083000691,weld,,,,,5143.98768,,,,,
2015_to_2007,1373,1343,new,0.3999481284270733,0.3999481284270733,0.019451839847533847,,,,,,,9369.559259839847,weld,,,,,9369.539808,,,,,
2015_to_2007,3229,2115,new,0.39994441243719486,0.39994441243719486,0.020845336051934282,,,,,,,14646.169861336051,weld,,,,,14646.149016,,,,,
2015_to_2007,689,848,new,0.3999366334900478,0.3999366334900478,0.023762441232065612,,,,,,,5033.9615975587685,cluster,180.0,20.0,88.392,411.226,5033.985360000001,,,,,
2015_to_2007,1805,1563,new,0.3999293143350806,0.3999293143350806,0.02650712434478919,,,,,,,10869.264611124347,weld,,,,,10869.238104000002,,,,,
2015_to_2007,1466,1413,new,0.3999189884440226,0.3999189884440226,0.030379333491509897,,,,,,,9836.96594866651,weld,,,,,9836.996328000001,,,,,
2015_to_2007,1334,1306,new,0.39991689861334456,0.39991689861334456,0.031163019995801733,,,,,,,9092.826444980004,weld,,,,,9092.857608,,,,,
2015_to_2007,1452,1399,new,0.3999076686066789,0.3999076686066789,0.03462427249542088,,,,,,,9718.460704272495,weld,,,,,9718.42608,,,,,
2015_to_2007,3467,2292,new,0.39989821050492663,0.39989821050492663,0.038171060652530286,,,,,,,16211.386860939347,cluster,150.0,12.0,82.042,221.234,16211.425032,,,,,
2015_to_2007,1878,1628,new,0.3998967421352282,0.3998967421352282,0.03872169928945368,,,,,,,11453.16389769929,bend,,,,,11453.125176000001,,,,,
2015_to_2007,729,864,new,0.39989054905103694,0.39989054905103694,0.04104410586114682,,,,,,,5156.202436105862,weld,,,,,5156.161392000001,,,,,
2015_to_2007,49,67,new,0.3998887191887202,0.3998887191887202,0.041730304229929516,,,,,,,226.61785830422994,bend,,,,,226.576128,,,,,
2015_to_2007,656,815,new,0.3998744390471596,0.3998744390471596,0.0470853573151544,,,,,,,4731.552290642685,weld,,,,,4731.599376,,,,,
2015_to_2007,1806,1564,new,0.39987302443820716,0.39987302443820716,0.04761583567233174,,,,,,,10881.483815835672,weld,,,,,10881.4362,,,,,
2015_to_2007,3230,2116,new,0.3998718743516123,0.3998718743516123,0.048047118145404966,,,,,,,14658.382967118147,weld,,,,,14658.334920000001,,,,,
2015_to_2007,99,307,new,0.3998613788952504,0.3998613788952504,0.05198291428109769,,,,,,,704.197561085719,corrosion,180.0,14.0,24.892,22.098,704.2495440000001,,,,,
2015_to_2007,3625,2416,new,0.3998604021473536,0.3998604021473536,0.05234919474241906,,,150.0,12.0,54.102,58.92799999999999,17368.60989080526,weld,,,,,17368.66224,,,,,
2015_to_2007,725,862,new,0.39985866781575413,0.39985866781575413,0.05299956909220782,,,,,,,5131.742680430908,weld,,,,,5131.79568,,,,,
2015_to_2007,1807,1565,new,0.3998574057864559,0.3998574057864559,0.0534728300790448,,,,,,,10893.67862483008,weld,,,,,10893.625152,,,,,
2015_to_2007,3462,2285,new,0.3998443293980187,0.3998443293980187,0.05837647574298899,,,,,,,16150.278639524257,weld,,,,,16150.337016,,,,,
2015_to_2007,1810,1569,new,0.3998406108565347,0.3998406108565347,0.059770928799480316,,,,,,,10918.0895890712,cluster,120.0,32.0,110.99799999999999,64.51599999999999,10918.14936,,,,,
2015_to_2007,1862,1610,new,0.39983656154234876,0.39983656154234876,0.061289421619221685,,,,,,,11308.393614578383,weld,,,,,11308.454904000002,,,,,
2015_to_2007,716,861,new,0.3998349328809127,0.3998349328809127,0.06190016965774703,,,,,,,5119.557019830343,weld,,,,,5119.618920000001,,,,,
2015_to_2007,505,749,new,0.3998335057834435,0.3998335057834435,0.062435331208689604,,,,,,,4496.310491331209,weld,,,,,4496.248056,,,,,
2015_to_2007,77,171,new,0.399825554235693,0.399825554235693,0.06541716161513023,,,,,,,441.4160468383849,cluster,210.0,10.0,29.209999999999997,87.884,441.481464,,,,,
2015_to_2007,655,814,new,0.3998181022826175,0.3998181022826175,0.06821164401844726,,,,,,,4719.296492355982,weld,,,,,4719.3647040000005,,,,,
2015_to_2007,3270,2154,new,0.399812615491445,0.399812615491445,0.07026919070813165,,,,,,,14933.11533319071,weld,,,,,14933.045064000002,,,,,
2015_to_2007,2038,1747,new,0.3998074211513255,0.3998074211513255,0.0722170682529395,,,,,,,12424.067689068253,weld,,,,,12423.995472,,,,,
2015_to_2007,3464,2287,new,0.39980736709131937,0.39980736709131937,0.0722373407552368,,,,,,,16174.726197340755,weld,,,,,16174.65396,,,,,
2015_to_2007,730,865,new,0.3998017549654469,0.3998017549654469,0.07434188795741647,,,,,,,5168.415541887957,weld,,,,,5168.3412,,,,,
2015_to_2007,80,197,new,0.399789290634821,0.399789290634821,0.07901601194214436,,,,,,,476.56417598805785,cluster,300.0,10.0,277.62199999999996,169.164,476.643192,,,,,
2015_to_2007,75,123,new,0.39978607957428375,0.39978607957428375,0.08022015964360207,,,,,,,416.94104384035643,cluster,60.0,11.0,671.8299999999999,319.786,417.02126400000003,,,,,
2015_to_2007,3099,2055,new,0.399781965135393,0.399781965135393,0.08176307422763784,,,,,,,14248.489180925773,weld,,,,,14248.570944000001,,,,,
2015_to_2007,1809,1566,new,0.3997767475121461,0.3997767475121461,0.08371968294522958,,,,,,,10905.885631682946,weld,,,,,10905.801912,,,,,
2015_to_2007,315,592,new,0.39977406161367135,0.39977406161367135,0.08472689487325624,,,,,,,2996.815553105127,weld,,,,,2996.9002800000003,,,,,
2015_to_2007,1378,1350,new,0.39977039366418227,0.39977039366418227,0.08610237593165948,,,,,,,9425.831030375932,weld,,,,,9425.744928,,,,,
2015_to_2007,78,185,new,0.3997680521325615,0.3997680521325615,0.08698045028944534,,,,,,,453.6352515497106,corrosion,270.0,10.0,12.953999999999999,16.002,453.722232,,,,,
2015_to_2007,3098,2053,new,0.3997663269554469,0.3997663269554469,0.08762739170742861,,,,,,,14236.279124608292,weld,,,,,14236.366752,,,,,
2015_to_2007,3484,2304,new,0.39976552399796983,0.39976552399796983,0.08792850076133618,,,,,,,16308.936184500762,weld,,,,,16308.848256000001,,,,,
2015_to_2007,3588,2396,new,0.3997376696016193,0.3997376696016193,0.09837389939275454,,,,,,,17225.501565899394,weld,,,,,17225.403192,,,,,
2015_to_2007,646,813,new,0.39973736980116037,0.39973736980116037,0.09848632456487394,,,,,,,4707.031545675435,weld,,,,,4707.130032,,,,,
2015_to_2007,3483,2303,new,0.3997323355933186,0.3997323355933186,0.1003741525055375,,,,,,,16296.771870152505,weld,,,,,16296.671495999999,,,,,
2015_to_2007,3638,2420,new,0.39973017339438477,0.39973017339438477,0.10118497710573138,,,,,,,17387.507423022897,weld,,,,,17387.608608000002,,,,,
2015_to_2007,2039,1748,new,0.3997267628770157,0.3997267628770157,0.10246392111912428,,,,,,,12436.274695921118,weld,,,,,12436.172231999999,,,,,
2015_to_2007,1480,1427,new,0.39972673106308504,0.39972673106308504,0.10247585134311521,,,,,,,9910.503787851343,weld,,,,,9910.401312,,,,,
2015_to_2007,95,250,new,0.39972566636417045,0.39972566636417045,0.10287511343608458,,,,,,,655.3512368865639,corrosion,210.0,10.0,18.034,18.034,655.454112,,,,,
2015_to_2007,2821,1979,new,0.39972314438347045,0.39972314438347045,0.10382085619858117,,,,,,,13758.327387143801,cluster,90.0,47.0,138.938,141.986,13758.431208,,,,,
2015_to_2007,3472,2299,new,0.39967295269056924,0.39967295269056924,0.12264274103654316,,,,,,,16247.943842741037,weld,,,,,16247.8212,,,,,
2015_to_2007,3403,2237,new,0.39967261451520125,0.39967261451520125,0.12276955679953971,,,,,,,15664.3556015568,weld,,,,,15664.232832,,,,,
2015_to_2007,731,866,new,0.39966418116294034,0.39966418116294034,0.12593206389738043,,,,,,,5180.637796063897,weld,,,,,5180.511864,,,,,
2015_to_2007,3469,2297,new,0.3996635343715219,0.3996635343715219,0.1261746106792998,,,,,,,16223.56642261068,weld,,,,,16223.440248,,,,,
2015_to_2007,3482,2302,new,0.3996585306225267,0.3996585306225267,0.12805101655249018,,,,,,,16284.589259016553,weld,,,,,16284.461208,,,,,
2015_to_2007,314,591,new,0.3996527242829652,0.3996527242829652,0.1302283938880464,,,,,,,2984.5780516061122,weld,,,,,2984.7082800000003,,,,,
2015_to_2007,630,800,new,0.3996519149045271,0.3996519149045271,0.13053191080234683,,,,,,,4669.825027910802,weld,,,,,4669.694496,,,,,
2015_to_2007,12,25,new,0.39965121789922997,0.39965121789922997,0.13079328778877652,,,,,,,38.75559071221122,cluster,150.0,18.0,50.8,87.37599999999999,38.886384,,,,,
2015_to_2007,3418,2250,new,0.399650364920919,0.399650364920919,0.1311131546553952,,,,,,,15764.228617154657,weld,,,,,15764.097504000001,,,,,
2015_to_2007,3475,2300,new,0.3996410311711467,0.3996410311711467,0.1346133108199865,,,,,,,16260.17524531082,weld,,,,,16260.040632,,,,,
2015_to_2007,1811,1573,new,0.39963979543532574,0.39963979543532574,0.13507671175284486,,,,,,,10930.314892711753,weld,,,,,10930.179816,,,,,
2015_to_2007,2000,1711,new,0.39963624697782024,0.39963624697782024,0.13640738331741886,,,,,,,12119.828703383317,weld,,,,,12119.692296,,,,,
2015_to_2007,3470,2298,new,0.3996316792479678,0.3996316792479678,0.13812028201209614,,,,,,,16235.745984282014,weld,,,,,16235.607864000001,,,,,
2015_to_2007,76,151,new,0.3996229369049884,0.3996229369049884,0.14139866062936335,,,,,,,429.17854533937066,cluster,240.0,10.0,231.64799999999997,284.734,429.319944,,,,,
2015_to_2007,1333,1305,new,0.3996166476416596,0.3996166476416596,0.14375713437766535,,,,,,,9080.512706865622,weld,,,,,9080.656464,,,,,
2015_to_2007,3466,2290,new,0.3996134838637469,0.3996134838637469,0.14494355109491153,,,,,,,16199.182903551095,weld,,,,,16199.03796,,,,,
2015_to_2007,2167,1826,new,0.3996117480990264,0.3996117480990264,0.14559446286511957,,,,,,,12703.770682462866,weld,,,,,12703.625088,,,,,
2015_to_2007,3478,2301,new,0.3996009855573648,0.3996009855573648,0.14963041598821292,,,,,,,16272.403598415991,weld,,,,,16272.253968000003,,,,,
2015_to_2007,732,867,new,0.39959980232246506,0.39959980232246506,0.15007412907561957,,,,,,,5192.826506129076,weld,,,,,5192.676432,,,,,
2015_to_2007,2502,1881,new,0.39959705216691754,0.39959705216691754,0.1511054374059313,,,,,,,13140.441817437408,weld,,,,,13140.290712000002,,,,,
2015_to_2007,709,859,new,0.3995916208712588,0.3995916208712588,0.15314217327795632,,,,,,,5107.276825826722,weld,,,,,5107.429968,,,,,
2015_to_2007,3355,2200,new,0.39958837597823005,0.39958837597823005,0.1543590081637376,,,,,,,15360.235544991838,weld,,,,,15360.389904000001,,,,,
2015_to_2007,735,870,new,0.399577178047269,0.399577178047269,0.15855823227411747,,,,,,,5229.529862232274,weld,,,,,5229.371304,,,,,
2015_to_2007,1940,1682,new,0.3995680279567605,0.3995680279567605,0.16198951621481683,,,,,,,11982.706477516214,weld,,,,,11982.544488,,,,,
2015_to_2007,1853,1601,new,0.39956658745398455,0.39956658745398455,0.16252970475579787,,,,,,,11247.669625704755,above ground marker,,,,,11247.507096,,,,,
2015_to_2007,3631,2417,new,0.3995651258666476,0.3995651258666476,0.16307780000715866,,,120.0,12.0,42.925999999999995,70.866,17379.218978199995,weld,,,,,17379.382056000002,,,,,
2015_to_2007,3575,2378,new,0.39956407986801545,0.39956407986801545,0.16347004949420807,,,,,,,17094.496566049493,weld,,,,,17094.333096,,,,,
2015_to_2007,2053,1751,new,0.3995539871825555,0.3995539871825555,0.16725480654167768,,,,,,,12469.635838806544,weld,,,,,12469.468584000002,,,,,
2015_to_2007,101,313,new,0.3995465908576352,0.3995465908576352,0.1700284283867859,,,,,,,728.5566844283868,weld,,,,,728.386656,,,,,
2015_to_2007,1814,1574,new,0.39954286944409256,0.39954286944409256,0.17142395846531144,,,,,,,10942.531047958466,weld,,,,,10942.359624,,,,,
2015_to_2007,734,869,new,0.39951969937797066,0.39951969937797066,0.18011273326101218,,,,,,,5217.2923607332605,weld,,,,,5217.112247999999,,,,,
2015_to_2007,54,70,new,0.39950639537224425,0.39950639537224425,0.18510173540840924,,,,,,,239.55063773540843,weld,,,,,239.36553600000002,,,,,
2015_to_2007,1908,1654,new,0.3994988060718558,0.3994988060718558,0.18794772305409424,,,30.0,11.0,53.08599999999999,14.985999999999999,11725.789083723055,weld,,,,,11725.601136000001,,,,,
2015_to_2007,1815,1575,new,0.3994947270754201,0.3994947270754201,0.1894773467174673,,,,,,,10954.735005346718,weld,,,,,10954.545528,,,,,
2015_to_2007,1709,1514,new,0.39949107020016045,0.39949107020016045,0.19084867493984348,,,,,,,10392.77661667494,weld,,,,,10392.585768,,,,,
2015_to_2007,733,868,new,0.39948660080304155,0.39948660080304155,0.19252469885941537,,,,,,,5205.05790869886,weld,,,,,5204.865384000001,,,,,
2015_to_2007,430,683,new,0.3994862462251962,0.3994862462251962,0.19265766555145092,,,,,,,3859.936017665552,weld,,,,,3859.7433600000004,,,,,
2015_to_2007,520,769,new,0.3994790409964796,0.3994790409964796,0.1953596263201689,,,,,,,4557.29978362632,cluster,90.0,25.0,164.592,267.20799999999997,4557.104424,,,,,
2015_to_2007,100,309,new,0.3994786669624146,0.3994786669624146,0.19549988909454896,,,,,,,716.3466281109055,weld,,,,,716.542128,,,,,
2015_to_2007,703,858,new,0.3994702874461946,0.3994702874461946,0.19864220767703955,,,,,,,5095.042373792323,weld,,,,,5095.241016,,,,,
2015_to_2007,62,80,new,0.3994684418938053,0.3994684418938053,0.19933428982301393,,,,,,,302.204937710177,bend,,,,,302.404272,,,,,
2015_to_2007,508,752,new,0.3994680627931133,0.3994680627931133,0.19947645258253033,,,,,,,4522.145555547418,weld,,,,,4522.345032,,,,,
2015_to_2007,666,821,new,0.39944734259569914,0.39944734259569914,0.20724652661283471,,,,,,,4791.547457473387,above ground marker,,,,,4791.754704,,,,,
2015_to_2007,3576,2379,new,0.39942647091476835,0.39942647091476835,0.21507340696189203,,,,,,,17106.746265406964,weld,,,,,17106.531192000002,,,,,
2015_to_2007,98,299,new,0.399423076904022,0.399423076904022,0.21634616099174764,,,,,,,691.9814058390082,cluster,180.0,10.0,47.244,36.321999999999996,692.1977519999999,,,,,
2015_to_2007,43,56,new,0.39941824635642464,0.39941824635642464,0.21815761634076125,,,,,,,199.55081038365924,weld,,,,,199.768968,,,,,
2015_to_2007,1818,1576,new,0.39941406489547326,0.39941406489547326,0.21972566419754003,,,,,,,10966.945061664199,weld,,,,,10966.725336000001,,,,,
2015_to_2007,643,810,new,0.3994082976586579,0.3994082976586579,0.22188837800331385,,,,,,,4697.599551621996,valve,,,,,4697.82144,,,,,
2015_to_2007,701,856,new,0.3993814816436886,0.3993814816436886,0.23194438361679204,,,,,,,5082.820119616384,weld,,,,,5083.052064,,,,,
2015_to_2007,3456,2278,new,0.39935237636810056,0.39935237636810056,0.24285886196230422,,,,,,,16083.480117138039,weld,,,,,16083.722976000001,,,,,
2015_to_2007,3412,2242,new,0.399347863427276,0.399347863427276,0.24455121477149078,,,,,,,15705.529472785229,bend,,,,,15705.774024,,,,,
2015_to_2007,2856,1987,new,0.3993474888473866,0.3993474888473866,0.2446916822300409,,,,,,,13795.024644317771,weld,,,,,13795.269336000001,,,,,
2015_to_2007,1929,1671,new,0.39933562856392624,0.39933562856392624,0.2491392885276582,,,,,,,11923.004059288529,weld,,,,,11922.754920000001,,,,,
2015_to_2007,1471,1420,new,0.39932699970799634,0.39932699970799634,0.2523751095013722,,,,,,,9867.219687109502,weld,,,,,9866.967312,,,,,
2015_to_2007,1826,1577,new,0.3993171506211608,0.3993171506211608,0.2560685170647048,,,,,,,10979.152068517065,weld,,,,,10978.896,,,,,
2015_to_2007,1410,1389,new,0.3992998575380722,0.3992998575380722,0.26255342322292563,,,,,,,9645.483966576778,weld,,,,,9645.74652,,,,,
2015_to_2007,3243,2131,new,0.3992852443537316,0.3992852443537316,0.26803336735065386,,,,,,,14792.757625367352,weld,,,,,14792.489592000002,,,,,
2015_to_2007,1928,1670,new,0.39927811474387515,0.39927811474387515,0.2707069710468204,,,,,,,11910.794002971046,weld,,,,,11910.523296,,,,,
2015_to_2007,1827,1578,new,0.39926087244120817,0.39926087244120817,0.2771728345469455,,,,,,,10991.362124834546,weld,,,,,10991.084952,,,,,
2015_to_2007,3205,2102,new,0.39925433861340576,0.39925433861340576,0.27962301997285977,,,,,,,14537.654663019974,weld,,,,,14537.37504,,,,,
2015_to_2007,3455,2277,new,0.39923919047122763,0.39923919047122763,0.28530357328963873,,,,,,,16071.260912426711,weld,,,,,16071.546216,,,,,
2015_to_2007,1472,1421,new,0.39923822905624307,0.39923822905624307,0.2856641039088572,,,,,,,9879.41449610391,weld,,,,,9879.128832,,,,,
2015_to_2007,700,855,new,0.3992195121242621,0.3992195121242621,0.2926829534017088,,,,,,,5070.5887170465985,weld,,,,,5070.8814,,,,,
2015_to_2007,2854,1986,new,0.3992018026674438,0.3992018026674438,0.2993239997085766,,,,,,,13782.814588000292,weld,,,,,13783.113912,,,,,
2015_to_2007,3425,2252,new,0.3991986059308547,0.3991986059308547,0.30052277592949395,,,,,,,15785.724293224072,weld,,,,,15786.024816000001,,,,,
2015_to_2007,1927,1669,new,0.39919622082946205,0.39919622082946205,0.30141718895174563,,,,,,,11898.580897188953,weld,,,,,11898.279480000001,,,,,
2015_to_2007,3497,2317,new,0.39917780469122227,0.39917780469122227,0.3083232407916512,,,,,,,16450.50757924079,weld,,,,,16450.199256,,,,,
2015_to_2007,1832,1579,new,0.3991720783556181,0.3991720783556181,0.3104706166432152,,,,,,,11003.575230616643,weld,,,,,11003.26476,,,,,
2015_to_2007,1860,1609,new,0.3991670347662245,0.3991670347662245,0.3123619626658183,,,,,,,11306.027230037334,weld,,,,,11306.339592,,,,,
2015_to_2007,3454,2276,new,0.3991666289518083,0.3991666289518083,0.31251414307189407,,,,,,,16059.029509856928,weld,,,,,16059.342024,,,,,
2015_to_2007,1507,1443,new,0.3991651236046795,0.3991651236046795,0.3130786482452095,,,,,,,10035.290929351755,cluster,210.0,31.0,548.894,426.212,10035.604008,,,,,
2015_to_2007,642,809,new,0.3991628029929537,0.3991628029929537,0.31394887764236046,,,,,,,4696.3279248776425,area start installation,,,,,4696.013976,,,,,
2015_to_2007,3498,2318,new,0.39914592613382655,0.39914592613382655,0.32027769981505116,,,,,,,16462.705437699817,weld,,,,,16462.38516,,,,,
2015_to_2007,1796,1553,new,0.3991421065275693,0.3991421065275693,0.3217100521615066,,,,,,,10785.21221794784,weld,,,,,10785.533928,,,,,
2015_to_2007,1145,1162,new,0.39913599565551705,0.39913599565551705,0.32400162918111164,,,,,,,7899.2568463708185,weld,,,,,7899.580848,,,,,
2015_to_2007,116,327,new,0.39913596552845537,0.39913596552845537,0.32401292682925487,,,,,,,877.8188289268293,weld,,,,,877.494816,,,,,
2015_to_2007,67,84,new,0.39912324012314293,0.39912324012314293,0.3287849538214118,,,,,,,329.28723295382144,weld,,,,,328.95844800000003,,,,,
2015_to_2007,1199,1204,new,0.39912103153742406,0.39912103153742406,0.3296131734659866,,,,,,,8255.653874826536,weld,,,,,8255.983488000002,,,,,
2015_to_2007,1833,1580,new,0.39911580408130737,0.39911580408130737,0.331573469509749,,,,,,,11015.78223746951,weld,,,,,11015.450664,,,,,
2015_to_2007,691,850,new,0.3991150798587211,0.3991150798587211,0.3318450529795882,,,,,,,5046.165554947021,weld,,,,,5046.4974,,,,,
2015_to_2007,798,927,new,0.3991132999298425,0.3991132999298425,0.332512526309074,,,,,,,5774.591167473691,weld,,,,,5774.92368,,,,,
2015_to_2007,3490,2310,new,0.3990979852963016,0.3990979852963016,0.33825551388690656,,,,,,,16379.558735513887,weld,,,,,16379.22048,,,,,
2015_to_2007,39,47,new,0.39909530777195423,0.39909530777195423,0.33925958551716917,,,,,,,160.70977958551717,weld,,,,,160.37052,,,,,
2015_to_2007,3582,2386,new,0.39909433185585663,0.39909433185585663,0.33962555405378225,,,,,,,17169.342625554054,weld,,,,,17169.003,,,,,
2015_to_2007,3227,2112,new,0.399086146064481,0.399086146064481,0.3426952258196252,,,,,,,14625.40605677418,weld,,,,,14625.748752,,,,,
2015_to_2007,2129,1806,new,0.3990828259015301,0.3990828259015301,0.3439402869262267,,,,,,,12691.548428286926,corrosion,270.0,14.0,53.08599999999999,48.00599999999999,12691.204488,,,,,
2015_to_2007,1926,1668,new,0.39906555110377184,0.39906555110377184,0.3504183360855677,,,,,,,11886.373890336086,weld,,,,,11886.023472,,,,,
2015_to_2007,3263,2148,new,0.39905657251169036,0.39905657251169036,0.3537853081161302,,,,,,,14875.202950691884,weld,,,,,14875.556736,,,,,
2015_to_2007,679,836,new,0.3990484770949527,0.3990484770949527,0.3568210893927244,,,,,,,4924.354690910608,weld,,,,,4924.711512000001,,,,,
2015_to_2007,3453,2275,new,0.39902904733801553,0.39902904733801553,0.3641072482441814,,,,,,,16046.801156751757,weld,,,,,16047.165264000001,,,,,
2015_to_2007,1366,1336,new,0.39902718533560017,0.39902718533560017,0.3648054991499521,,,,,,,9320.72513349915,corrosion,330.0,28.0,100.076,162.052,9320.360328,,,,,
2015_to_2007,1381,1354,new,0.3990182438604388,0.3990182438604388,0.36815855233544426,,,,,,,9450.989113447666,weld,,,,,9451.357272000001,,,,,
